id,username,question_id,answer_value,timestamp,created_at,updated_at
107,Lemon_Goat,U1-L5-Q01,C,1758031439835,2025-09-30 04:34:58.822064+00,2025-10-18 13:16:08.236895+00
108,Lemon_Goat,U1-L5-Q02,E,1758031554096,2025-09-30 04:34:58.950237+00,2025-10-18 13:16:07.291169+00
109,Lemon_Goat,U1-L5-Q03,D,1758205644685,2025-09-30 04:34:59.084614+00,2025-10-18 13:16:04.745021+00
110,Lemon_Goat,U1-L7-Q01,B,1758809721901,2025-09-30 04:34:59.216517+00,2025-10-18 13:16:04.609358+00
111,Lemon_Goat,U1-L7-Q02,D,1758809990072,2025-09-30 04:34:59.344967+00,2025-10-18 13:16:04.516188+00
112,Lemon_Goat,U1-L7-Q03,B,1758810282355,2025-09-30 04:34:59.467231+00,2025-10-18 13:16:04.060966+00
113,Lemon_Goat,U1-L7-Q04,B,1758810351117,2025-09-30 04:34:59.585996+00,2025-10-18 13:16:03.967448+00
114,Lemon_Goat,U1-L7-Q05,A,1758810371912,2025-09-30 04:34:59.701974+00,2025-10-18 13:16:03.768807+00
115,Lemon_Goat,U1-L7-Q06,D,1758810428594,2025-09-30 04:34:59.822755+00,2025-10-18 13:16:03.677738+00
116,Lemon_Goat,U1-L8-Q01,C,1758892027664,2025-09-30 04:34:59.956698+00,2025-10-18 13:16:03.590671+00
117,Lemon_Goat,U1-L8-Q02,B,1758892355516,2025-09-30 04:35:00.075473+00,2025-10-18 13:16:03.505266+00
118,Lemon_Goat,U1-L8-Q03,D,1758892358797,2025-09-30 04:35:00.211335+00,2025-10-18 13:16:03.415984+00
119,Apricot_Fox,U1-L5-Q01,C,1758038563391,2025-09-30 04:35:00.336069+00,2025-10-18 13:16:23.382242+00
120,Apricot_Fox,U1-L5-Q02,E,1758038565838,2025-09-30 04:35:00.44903+00,2025-10-18 13:16:23.267547+00
121,Apricot_Fox,U1-L5-Q03,B,1758038568865,2025-09-30 04:35:00.569781+00,2025-10-18 13:16:23.165382+00
122,Apricot_Fox,U1-L6-Q01,A,1758215403999,2025-09-30 04:35:00.691467+00,2025-10-18 13:16:23.074898+00
123,Apricot_Fox,U1-L6-Q02,A,1758215406934,2025-09-30 04:35:00.85658+00,2025-10-18 13:16:22.978145+00
124,Apricot_Fox,U1-L6-Q03,D,1758215442133,2025-09-30 04:35:00.986134+00,2025-10-18 13:16:22.885344+00
125,Apricot_Fox,U1-L2-Q03,B,1758215478185,2025-09-30 04:35:01.109694+00,2025-10-18 13:16:22.757572+00
126,Apricot_Fox,U1-L2-Q02,E,1758215479902,2025-09-30 04:35:01.265938+00,2025-10-18 13:16:22.438922+00
127,Apricot_Fox,U1-L2-Q01,B,1758215481308,2025-09-30 04:35:01.403553+00,2025-10-18 13:16:22.346878+00
128,Apricot_Fox,U1-L7-Q01,B,1758810705231,2025-09-30 04:35:01.507658+00,2025-10-18 13:16:22.26361+00
129,Apricot_Fox,U1-L7-Q02,D,1758810707233,2025-09-30 04:35:01.633122+00,2025-10-18 13:16:22.171482+00
130,Apricot_Fox,U1-L7-Q03,A,1758810710589,2025-09-30 04:35:01.753803+00,2025-10-18 13:16:22.063388+00
131,Apricot_Fox,U1-L7-Q04,E,1758810714599,2025-09-30 04:35:01.891594+00,2025-10-18 13:16:21.953135+00
132,Apricot_Fox,U1-L7-Q05,A,1758810717007,2025-09-30 04:35:02.010795+00,2025-10-18 13:16:21.826381+00
133,Apricot_Fox,U1-L7-Q06,D,1758810719803,2025-09-30 04:35:02.122971+00,2025-10-18 13:16:21.690564+00
134,Apricot_Fox,U1-L8-Q03,C,1758892775125,2025-09-30 04:35:02.243575+00,2025-10-18 13:16:21.564603+00
135,Apricot_Fox,U1-L8-Q02,D,1758892778140,2025-09-30 04:35:02.360836+00,2025-10-18 13:16:21.472727+00
136,Apricot_Fox,U1-L8-Q01,C,1758892780198,2025-09-30 04:35:02.471303+00,2025-10-18 13:16:21.374096+00
137,Apricot_Fox,U1-L9-Q03,D,1759153583535,2025-09-30 04:35:02.590261+00,2025-10-18 13:16:21.272323+00
138,Apricot_Fox,U1-L9-Q02,B,1759153585896,2025-09-30 04:35:02.701122+00,2025-10-18 13:16:21.171341+00
139,Apricot_Fox,U1-L9-Q01,B,1759153588871,2025-09-30 04:35:02.822822+00,2025-10-18 13:16:21.001731+00
140,Berry_Iguana,U1-L3-Q01,E,1757957534723,2025-09-30 04:35:02.942977+00,2025-10-17 17:55:03.408556+00
141,Berry_Iguana,U1-L3-Q03,E,1757958137030,2025-09-30 04:35:03.079578+00,2025-10-17 17:55:03.307911+00
142,Berry_Iguana,U1-L4-Q01,C,1757958993849,2025-09-30 04:35:03.200504+00,2025-10-17 17:55:03.09742+00
143,Berry_Iguana,U1-L4-Q02,E,1757959134513,2025-09-30 04:35:03.401622+00,2025-10-17 17:55:02.796982+00
144,Berry_Iguana,U1-L4-Q03,A,1757959350096,2025-09-30 04:35:03.512323+00,2025-10-17 17:55:02.668791+00
145,Berry_Iguana,U1-L4-Q04,B,1757959499277,2025-09-30 04:35:03.63492+00,2025-10-17 17:55:02.597715+00
146,Berry_Iguana,U1-L4-Q05,C,1757959660192,2025-09-30 04:35:03.785081+00,2025-10-17 17:55:02.516456+00
147,Berry_Iguana,U1-L4-Q06,D,1757959840869,2025-09-30 04:35:03.913058+00,2025-10-17 17:55:02.390465+00
148,Berry_Iguana,U1-L3-Q02,B,1757959892684,2025-09-30 04:35:04.048178+00,2025-10-17 17:55:02.313702+00
149,Berry_Iguana,U1-L5-Q03,D,1758128536509,2025-09-30 04:35:04.162618+00,2025-10-17 17:55:02.110617+00
150,Berry_Iguana,U1-L5-Q02,E,1758128204288,2025-09-30 04:35:04.270909+00,2025-10-17 17:55:02.217129+00
151,Berry_Iguana,U1-L5-Q01,C,1758128619899,2025-09-30 04:35:04.385369+00,2025-10-17 17:55:01.994166+00
152,Papaya_Iguana,U1-L6-Q01,B,1758727640127,2025-09-30 04:35:04.504794+00,2025-10-17 17:55:12.89586+00
153,Papaya_Iguana,U1-L6-Q02,A,1758727665687,2025-09-30 04:35:04.625879+00,2025-10-17 17:55:12.711044+00
154,Papaya_Iguana,U1-L6-Q03,C,1758727676629,2025-09-30 04:35:04.727379+00,2025-10-17 17:55:12.624974+00
155,Papaya_Iguana,U1-L5-Q01,E,1758727689276,2025-09-30 04:35:04.86107+00,2025-10-17 17:55:12.541692+00
156,Papaya_Iguana,U1-L5-Q02,D,1758727719254,2025-09-30 04:35:04.975022+00,2025-10-17 17:55:12.437447+00
157,Papaya_Iguana,U1-L5-Q03,D,1758727727759,2025-09-30 04:35:05.084178+00,2025-10-17 17:55:12.346387+00
158,Papaya_Iguana,U1-L4-Q01,C,1758727768318,2025-09-30 04:35:05.207681+00,2025-10-17 17:55:12.110237+00
159,Papaya_Iguana,U1-L4-Q02,A,1758727780086,2025-09-30 04:35:05.320205+00,2025-10-17 17:55:12.012173+00
160,Papaya_Iguana,U1-L4-Q03,E,1758727810038,2025-09-30 04:35:05.424743+00,2025-10-17 17:55:11.92863+00
161,Papaya_Iguana,U1-L4-Q04,B,1758727825228,2025-09-30 04:35:05.528543+00,2025-10-17 17:55:11.827023+00
162,Papaya_Iguana,U1-L4-Q05,C,1758727834509,2025-09-30 04:35:05.631158+00,2025-10-17 17:55:11.726518+00
163,Papaya_Iguana,U1-L4-Q06,E,1758727859592,2025-09-30 04:35:05.745778+00,2025-10-17 17:55:11.623987+00
164,Papaya_Iguana,U1-L3-Q01,A,1758727874841,2025-09-30 04:35:05.852483+00,2025-10-17 17:55:11.515623+00
165,Papaya_Iguana,U1-L3-Q02,B,1758727907132,2025-09-30 04:35:05.967075+00,2025-10-17 17:55:11.423849+00
166,Papaya_Iguana,U1-L3-Q03,E,1758727951203,2025-09-30 04:35:06.082033+00,2025-10-17 17:55:11.328488+00
167,Papaya_Iguana,U1-L2-Q01,A,1758727971840,2025-09-30 04:35:06.19324+00,2025-10-17 17:55:11.226315+00
168,Papaya_Iguana,U1-L2-Q02,E,1758727985246,2025-09-30 04:35:06.316776+00,2025-10-17 17:55:11.118448+00
169,Papaya_Iguana,U1-L2-Q03,B,1758727999949,2025-09-30 04:35:06.43239+00,2025-10-17 17:55:10.882905+00
170,Papaya_Iguana,U1-L7-Q01,E,1758908117437,2025-09-30 04:35:06.542566+00,2025-10-17 17:55:10.774476+00
171,Papaya_Iguana,U1-L7-Q02,D,1758908148124,2025-09-30 04:35:06.650081+00,2025-10-17 17:55:10.686051+00
172,Papaya_Iguana,U1-L7-Q03,B,1758908179002,2025-09-30 04:35:06.764187+00,2025-10-17 17:55:10.484423+00
173,Papaya_Iguana,U1-L7-Q04,C,1758908390989,2025-09-30 04:35:06.865328+00,2025-10-17 17:55:10.380693+00
174,Papaya_Iguana,U1-L7-Q05,E,1758908780360,2025-09-30 04:35:06.98363+00,2025-10-17 17:55:10.279352+00
175,Papaya_Iguana,U1-L7-Q06,B,1758908791404,2025-09-30 04:35:07.140755+00,2025-10-17 17:55:10.110907+00
176,Papaya_Iguana,U1-L8-Q01,C,1759168990524,2025-09-30 04:35:07.254029+00,2025-10-17 17:55:09.964461+00
177,Papaya_Iguana,U1-L8-Q02,A,1759169031177,2025-09-30 04:35:07.364797+00,2025-10-17 17:55:09.837882+00
178,Papaya_Iguana,U1-L8-Q03,C,1759169069350,2025-09-30 04:35:07.482538+00,2025-10-17 17:55:09.741436+00
179,lemon-eagle,U1-L8-Q01,A,1759169508285,2025-09-30 04:35:07.602433+00,2025-10-18 18:04:21.836025+00
180,lemon-eagle,U1-L8-Q02,C,1759169501754,2025-09-30 04:35:07.717431+00,2025-10-18 18:04:30.785586+00
181,lemon-eagle,U1-L8-Q03,C,1759169696234,2025-09-30 04:35:07.850624+00,2025-10-18 18:04:21.703524+00
182,Apricot_Dog,U1-L5-Q01,C,1758245588699,2025-09-30 04:35:07.996075+00,2025-10-18 18:05:21.767995+00
183,Apricot_Dog,U1-L5-Q02,E,1758245609144,2025-09-30 04:35:08.112705+00,2025-10-18 18:05:21.684068+00
184,Apricot_Dog,U1-L5-Q03,D,1758245656315,2025-09-30 04:35:08.229207+00,2025-10-18 18:05:21.587787+00
185,Apricot_Dog,U1-L6-Q01,A,1758246363942,2025-09-30 04:35:08.376211+00,2025-10-18 18:05:21.496917+00
186,Apricot_Dog,U1-L6-Q02,D,1758246560341,2025-09-30 04:35:08.489342+00,2025-10-18 18:05:21.383758+00
187,Apricot_Dog,U1-L6-Q03,E,1758246699308,2025-09-30 04:35:08.605958+00,2025-10-18 18:05:16.634871+00
188,Apricot_Dog,U1-L7-Q01,B,1758892149589,2025-09-30 04:35:08.749595+00,2025-10-18 18:05:11.868656+00
189,Apricot_Dog,U1-L7-Q02,D,1758892161440,2025-09-30 04:35:08.890509+00,2025-10-18 18:05:11.786678+00
190,Apricot_Dog,U1-L7-Q03,A,1758892182009,2025-09-30 04:35:09.02663+00,2025-10-18 18:05:11.676107+00
191,Apricot_Dog,U1-L7-Q04,B,1758892191303,2025-09-30 04:35:09.151984+00,2025-10-18 18:05:10.388254+00
192,Apricot_Dog,U1-L7-Q05,A,1758892199257,2025-09-30 04:35:09.292719+00,2025-10-18 18:05:10.273448+00
193,Apricot_Dog,U1-L7-Q06,D,1758892207595,2025-09-30 04:35:09.419066+00,2025-10-18 18:05:10.126273+00
194,Apricot_Dog,U1-L8-Q03,C,1758892708801,2025-09-30 04:35:09.526834+00,2025-10-18 18:05:06.28037+00
195,Apricot_Dog,U1-L8-Q02,E,1758895162796,2025-09-30 04:35:09.644766+00,2025-10-18 18:05:01.694263+00
196,Apricot_Dog,U1-L8-Q01,D,1758895033898,2025-09-30 04:35:09.761059+00,2025-10-18 18:05:03.227878+00
197,Apricot_Dog,U1-L9-Q01,B,1759153345848,2025-09-30 04:35:09.883475+00,2025-10-18 18:05:01.584898+00
198,Apricot_Dog,U1-L9-Q03,B,1759183599355,2025-09-30 04:35:09.993579+00,2025-10-18 18:05:01.498594+00
199,Apricot_Dog,U1-L9-Q02,B,1759183913956,2025-09-30 04:35:10.094124+00,2025-10-18 18:05:01.407581+00
200,Banana_Goat,U1-L4-Q01,C,1760664538020,2025-09-30 04:35:10.228922+00,2025-10-18 18:09:15.008363+00
201,Banana_Goat,U1-L4-Q02,D,1760664545004,2025-09-30 04:35:10.332394+00,2025-10-18 18:09:13.308523+00
202,Banana_Goat,U1-L4-Q03,A,1760664550775,2025-09-30 04:35:10.448845+00,2025-10-18 18:09:13.113737+00
203,Banana_Goat,U1-L4-Q04,B,1760664561844,2025-09-30 04:35:10.557908+00,2025-10-18 18:09:12.98477+00
204,Banana_Goat,U1-L4-Q05,E,1760664567575,2025-09-30 04:35:10.668535+00,2025-10-18 18:09:12.848744+00
205,Banana_Goat,U1-L4-Q06,D,1760664573139,2025-09-30 04:35:10.795407+00,2025-10-18 18:09:12.690026+00
206,Banana_Goat,U1-L5-Q03,D,1760664684231,2025-09-30 04:35:10.911809+00,2025-10-18 18:09:12.551098+00
207,Banana_Goat,U1-L5-Q02,E,1760664679028,2025-09-30 04:35:11.02377+00,2025-10-18 18:09:12.107633+00
208,Banana_Goat,U1-L5-Q01,C,1760664674721,2025-09-30 04:35:11.136842+00,2025-10-18 18:09:12.004233+00
209,Banana_Goat,U1-L6-Q03,D,1760664714933,2025-09-30 04:35:11.248285+00,2025-10-18 18:09:11.844711+00
210,Banana_Goat,U1-L6-Q02,D,1760664708498,2025-09-30 04:35:11.391767+00,2025-10-18 18:09:11.701045+00
211,Banana_Goat,U1-L6-Q01,B,1760664746783,2025-09-30 04:35:11.495148+00,2025-10-18 18:09:11.516482+00
212,Banana_Goat,U1-L2-Q03,B,1760664340762,2025-09-30 04:35:11.612925+00,2025-10-18 18:09:11.403452+00
213,Banana_Goat,U1-L2-Q02,E,1760664330380,2025-09-30 04:35:11.732029+00,2025-10-18 18:09:11.15706+00
214,Banana_Goat,U1-L2-Q01,B,1760664326665,2025-09-30 04:35:11.844802+00,2025-10-18 18:09:11.034885+00
215,Banana_Goat,U1-L7-Q01,B,1760664760852,2025-09-30 04:35:11.957814+00,2025-10-18 18:09:10.508916+00
216,Banana_Goat,U1-L7-Q02,D,1760664767614,2025-09-30 04:35:12.073159+00,2025-10-18 18:09:08.466451+00
217,Banana_Goat,U1-L7-Q03,B,1760664773369,2025-09-30 04:35:12.18278+00,2025-10-18 18:09:07.871372+00
218,Banana_Goat,U1-L7-Q04,B,1760664781132,2025-09-30 04:35:12.303289+00,2025-10-18 18:09:07.739057+00
